46	463
470	253
444	239
145	214
86	209
463	201
148	167
363	166
319	165
32	158
342	157
235	157
296	152
422	150
372	150
9	149
112	147
499	147
117	136
524	134
371	131
165	129
7	128
549	128
259	128
406	127
327	126
240	124
160	123
69	122
330	122
143	122
16	121
321	118
487	117
543	117
197	114
204	114
158	111
506	111
471	111
369	109
424	109
215	109
23	107
368	107
391	106
178	104
283	103
513	102
106	101
561	100
334	100
258	100
433	99
512	96
128	96
493	95
322	95
498	94
552	92
390	92
278	90
232	89
50	89
267	89
80	88
56	88
225	87
186	86
253	85
153	85
167	84
62	83
465	83
373	82
578	82
233	82
96	81
142	81
523	80
230	79
346	79
474	78
586	77
516	77
558	77
466	77
212	77
182	76
394	75
429	75
565	75
336	74
14	73
435	73
324	73
91	72
11	72
461	72
150	72
434	71
550	71
497	70
410	69
581	69
355	68
535	68
443	68
147	67
313	66
416	65
404	65
364	65
491	64
288	64
161	64
533	63
353	62
345	62
306	62
310	61
37	61
219	61
335	61
595	60
496	60
402	60
452	60
432	59
154	58
40	57
329	57
560	57
249	56
598	56
483	56
480	56
22	56
526	56
221	56
79	55
504	55
13	55
503	54
370	54
139	54
118	54
211	54
414	53
269	53
266	53
35	53
116	53
73	52
251	52
484	51
146	51
203	51
39	51
302	51
95	51
574	51
156	51
386	50
176	50
343	50
383	50
34	49
457	49
467	49
454	49
85	48
282	48
559	48
312	48
45	47
349	47
593	47
287	47
126	47
196	46
199	46
293	46
437	46
157	45
59	44
33	44
141	44
121	44
284	44
209	44
273	43
572	43
351	43
481	43
43	43
554	43
185	43
81	42
397	42
556	42
546	42
430	42
597	42
227	42
98	41
58	41
315	41
570	41
509	41
6	41
250	41
361	40
262	40
316	40
450	40
132	40
177	40
579	39
495	39
300	39
563	38
120	38
130	38
104	38
458	38
131	37
63	37
436	37
339	37
490	36
206	36
359	36
268	36
115	35
532	35
188	35
576	35
248	35
331	34
591	34
544	34
264	34
245	33
103	33
392	33
489	33
441	32
419	32
408	32
286	32
60	32
455	32
127	31
529	31
307	31
5	31
113	31
271	31
309	31
247	30
475	30
200	30
542	29
438	29
551	29
396	29
514	29
280	28
257	28
539	28
365	28
260	28
518	27
192	27
239	27
427	27
10	27
281	27
53	27
101	27
362	26
453	26
571	26
277	26
170	26
515	26
226	26
110	25
468	25
64	25
61	25
140	25
320	25
357	25
426	25
299	25
123	25
292	25
326	25
520	24
338	24
19	24
568	24
557	24
366	24
387	24
231	24
20	24
425	24
340	23
594	23
94	23
297	23
272	23
347	23
243	23
137	23
107	22
298	22
93	22
488	22
92	22
352	21
129	21
412	21
77	21
547	21
274	21
585	21
325	20
566	20
431	20
84	20
181	20
124	20
97	20
388	20
276	20
411	20
462	19
354	19
89	19
341	19
588	19
494	19
407	19
360	19
55	19
164	18
472	18
0	18
275	18
592	18
38	18
525	17
109	17
317	17
76	17
159	17
28	17
479	17
418	17
255	17
202	17
421	17
144	17
57	16
82	16
290	16
505	16
395	16
138	16
583	16
333	16
8	16
210	16
31	15
279	15
308	15
102	15
189	15
217	15
507	15
511	14
3	14
478	14
65	14
175	14
381	14
68	14
445	14
460	14
459	14
111	14
305	14
500	14
222	13
174	13
270	13
228	13
135	13
285	13
191	13
439	13
184	13
114	13
476	13
428	13
242	13
214	13
538	13
420	13
166	13
473	12
236	12
41	12
66	12
289	12
413	12
99	12
589	12
448	12
187	12
105	12
555	12
44	11
201	11
169	11
580	11
88	11
379	11
376	11
193	11
15	11
540	11
100	11
378	11
265	11
151	11
486	11
234	10
261	10
398	10
314	10
198	10
172	10
510	10
358	10
521	10
90	10
377	10
446	10
482	10
401	10
223	10
213	10
21	10
24	10
162	10
534	9
367	9
190	9
74	9
294	9
318	9
48	9
531	9
562	9
575	9
545	9
87	9
218	9
447	8
356	8
350	8
469	8
237	8
332	8
108	8
71	8
456	8
256	8
393	8
238	8
405	8
348	8
577	8
229	7
567	7
163	7
417	7
254	7
440	7
72	7
246	7
304	7
485	7
492	7
183	7
573	7
42	7
415	7
328	7
587	7
27	7
311	7
149	7
171	7
464	7
75	7
4	6
195	6
502	6
590	6
134	6
194	6
596	6
133	6
25	6
216	6
519	6
47	6
564	6
78	6
119	6
241	6
205	6
125	6
252	5
67	5
70	5
375	5
541	5
83	5
380	5
385	5
180	5
1	5
548	5
400	5
54	5
451	4
403	4
527	4
537	4
136	4
2	4
477	4
155	4
30	4
423	4
173	4
49	4
409	4
291	4
208	4
303	4
207	4
17	4
344	4
501	4
51	4
152	3
122	3
18	3
536	3
220	3
374	3
382	3
553	3
301	3
36	3
244	3
384	3
449	3
12	3
323	2
584	2
399	2
179	2
522	2
295	2
263	2
337	2
582	2
442	2
528	2
508	1
29	1
224	1
168	1
52	1
26	1
517	1
569	1
