145	145
195	195
283	283
399	399
422	422
516	516
673	673
736	736
786	786
992	992
1001	1001
1229	1229
1275	1275
1298	1298
1576	1576
1601	1601
1846	1846
1873	1873
1921	1921
1945	1945
2011	2011
2036	2036
2118	2118
2160	2160
2165	2165
2474	2474
2521	2521
2657	2657
2857	2857
2935	2935
2991	2991
3039	3039
3252	3252
3363	3363
3465	3465
3506	3506
3511	3511
3598	3598
3671	3671
3864	3864
3991	3991
4146	4146
4230	4230
4329	4329
4351	4351
4378	4378
4695	4695
4709	4709
4760	4760
4835	4835
4872	4872
4935	4935
4984	4984
5018	5018
5025	5025
5079	5079
5375	5375
5441	5441
5449	5449
5475	5475
5515	5515
5696	5696
5748	5748
6021	6021
6190	6190
6228	6228
6302	6302
6466	6466
6474	6474
6482	6482
6524	6524
6528	6528
6576	6576
6608	6608
6610	6610
6724	6724
6735	6735
6790	6790
6816	6816
7052	7052
7125	7125
7177	7177
7197	7197
7539	7539
7684	7684
7940	7940
8013	8013
8094	8094
8137	8137
8241	8241
8367	8367
8368	8368
8532	8532
8611	8611
8628	8628
8668	8668
8676	8676
8776	8776
8896	8896
8992	8992
9032	9032
9036	9036
9067	9067
9097	9097
9158	9158
9294	9294
9371	9371
9491	9491
9513	9513
9516	9516
9566	9566
9765	9765
9844	9844
9950	9950
10015	10015
10097	10097
10193	10193
10234	10234
10407	10407
10528	10528
10905	10905
10934	10934
10993	10993
11249	11249
11308	11308
11357	11357
11395	11395
11570	11570
