11	11
121	121
373	373
590	590
614	614
849	849
858	858
1463	1463
1997	1997
2111	2111
2154	2154
2157	2157
2723	2723
2773	2773
2834	2834
2926	2926
2948	2948
3276	3276
3362	3362
3739	3739
3856	3856
4037	4037
4043	4043
5002	5002
5142	5142
5316	5316
5568	5568
5715	5715
5822	5822
6145	6145
6214	6214
6745	6745
6898	6898
7494	7494
8116	8116
8790	8790
8795	8795
8956	8956
9420	9420
9481	9481
9762	9762
9900	9900
9953	9953
10030	10030
10540	10540
10542	10542
10713	10713
10952	10952
11022	11022
11110	11110
11738	11738
