136	136
263	263
489	489
490	490
868	868
879	879
908	908
1021	1021
1364	1364
1498	1498
1542	1542
1684	1684
1857	1857
1909	1909
2284	2284
2371	2371
2373	2373
2403	2403
2656	2656
2690	2690
3562	3562
3584	3584
3640	3640
3672	3672
3784	3784
3877	3877
3883	3883
3980	3980
4522	4522
4779	4779
4794	4794
5008	5008
5110	5110
5437	5437
6108	6108
6213	6213
6531	6531
6560	6560
7034	7034
7302	7302
7465	7465
7477	7477
7696	7696
8096	8096
8211	8211
8574	8574
9234	9234
9926	9926
10052	10052
10175	10175
10735	10735
10837	10837
10977	10977
11033	11033
11063	11063
11274	11274
11316	11316
11508	11508
11638	11638
20085	20085
