11829	11829
11907	11907
11957	11957
12098	12098
13520	13520
13571	13571
13649	13649
14309	14309
14311	14311
14970	14970
15071	15071
15185	15185
15381	15381
15436	15436
15954	15954
16055	16055
16147	16147
16187	16187
16471	16471
16953	16953
17043	17043
17092	17092
17093	17093
17260	17260
17555	17555
17696	17696
17751	17751
17819	17819
17840	17840
18464	18464
18646	18646
18678	18678
18779	18779
18820	18820
18993	18993
18998	18998
19117	19117
19322	19322
19490	19490
19981	19981
20153	20153
20158	20158
20472	20472
20586	20586
20629	20629
20756	20756
20792	20792
20883	20883
21228	21228
21244	21244
21576	21576
21619	21619
21746	21746
21795	21795
22085	22085
22107	22107
22112	22112
22337	22337
22375	22375
22806	22806
22900	22900
22938	22938
22939	22939
22951	22951
