7381	7381
11814	11814
11847	11847
11936	11936
11955	11955
12337	12337
12421	12421
12613	12613
12730	12730
12872	12872
12886	12886
12913	12913
13055	13055
13095	13095
13100	13100
13605	13605
13681	13681
13955	13955
13997	13997
14275	14275
14465	14465
14474	14474
14481	14481
14496	14496
14571	14571
14634	14634
14747	14747
14769	14769
14853	14853
14883	14883
14911	14911
15066	15066
15283	15283
15373	15373
15779	15779
15846	15846
15913	15913
15957	15957
16033	16033
16571	16571
16648	16648
16694	16694
16887	16887
17187	17187
17197	17197
17255	17255
17291	17291
17482	17482
17585	17585
17729	17729
17733	17733
17777	17777
18054	18054
18285	18285
18486	18486
18519	18519
18557	18557
18700	18700
18702	18702
18989	18989
19241	19241
19329	19329
19488	19488
19520	19520
19555	19555
19799	19799
20172	20172
20263	20263
20366	20366
20376	20376
20386	20386
20514	20514
20741	20741
20794	20794
21018	21018
21111	21111
21241	21241
21258	21258
21505	21505
21654	21654
21789	21789
21948	21948
22005	22005
22206	22206
22303	22303
22319	22319
22615	22615
22729	22729
22739	22739
22868	22868
22994	22994
23051	23051
23149	23149
23274	23274
