12164	12164
12499	12499
12657	12657
12669	12669
12767	12767
12802	12802
13024	13024
13645	13645
14058	14058
14144	14144
14179	14179
14428	14428
14570	14570
14896	14896
14919	14919
14955	14955
15003	15003
15304	15304
15610	15610
15705	15705
15842	15842
16178	16178
16294	16294
16599	16599
16636	16636
16735	16735
16783	16783
17013	17013
17016	17016
17329	17329
17393	17393
17453	17453
17464	17464
17795	17795
17850	17850
18414	18414
18463	18463
19160	19160
19375	19375
19500	19500
19741	19741
19827	19827
20282	20282
20657	20657
20661	20661
20724	20724
20822	20822
21120	21120
21467	21467
21498	21498
21560	21560
21863	21863
22119	22119
22432	22432
22774	22774
