12013	12013
12038	12038
12196	12196
13086	13086
13196	13196
13661	13661
13853	13853
14015	14015
14121	14121
14288	14288
14317	14317
14529	14529
14698	14698
14767	14767
14881	14881
15363	15363
15440	15440
15448	15448
15709	15709
15828	15828
16462	16462
16585	16585
17094	17094
17211	17211
17535	17535
18093	18093
18253	18253
18733	18733
18742	18742
19083	19083
19198	19198
19709	19709
19806	19806
19822	19822
20203	20203
20634	20634
21079	21079
21159	21159
21620	21620
21728	21728
21952	21952
22002	22002
22717	22717
23147	23147
23221	23221
23288	23288
