46	46
403	403
632	632
660	660
750	750
810	810
1027	1027
1206	1206
1273	1273
1311	1311
1420	1420
1445	1445
1571	1571
1761	1761
2015	2015
2106	2106
2244	2244
2281	2281
2327	2327
2333	2333
2420	2420
2498	2498
2565	2565
2853	2853
2915	2915
2973	2973
3001	3001
3029	3029
3033	3033
3087	3087
3352	3352
3425	3425
3503	3503
3597	3597
3624	3624
3702	3702
3761	3761
3903	3903
3923	3923
3979	3979
4157	4157
4813	4813
4840	4840
4859	4859
5184	5184
5263	5263
5346	5346
5704	5704
5705	5705
5820	5820
5867	5867
5907	5907
5917	5917
5934	5934
5995	5995
6072	6072
6160	6160
6205	6205
6410	6410
6746	6746
7049	7049
7055	7055
7075	7075
7168	7168
7318	7318
7333	7333
7440	7440
7496	7496
7730	7730
7757	7757
7820	7820
7867	7867
7888	7888
7955	7955
8068	8068
8122	8122
8201	8201
8431	8431
8510	8510
8773	8773
8777	8777
8788	8788
8941	8941
9156	9156
9198	9198
9305	9305
9323	9323
9771	9771
9875	9875
9888	9888
9969	9969
9997	9997
10211	10211
10258	10258
10260	10260
10436	10436
10506	10506
10587	10587
11052	11052
11203	11203
11254	11254
11320	11320
11325	11325
