17908	17908	0.6927375793457031
14456	14456	0.6978074908256531
18803	18803	0.7078086733818054
15103	15103	0.7096360921859741
15911	15911	0.7107577323913574
16802	16802	0.7129852771759033
19697	19697	0.7156565189361572
22124	22124	0.7184497117996216
16505	16505	0.7245504856109619
18508	18508	0.727044939994812
13376	13376	0.7304890155792236
12405	12405	0.7313916087150574
19807	19807	0.7379183769226074
17328	17328	0.7408944964408875
22678	22678	0.742658257484436
13867	13867	0.7430640459060669
14639	14639	0.7469642758369446
13932	13932	0.7471647262573242
23065	23065	0.7503522634506226
22397	22397	0.7512825727462769
19144	19144	0.7531795501708984
17630	17630	0.7555112838745117
14754	14754	0.7592234015464783
21248	21248	0.7607828378677368
20114	20114	0.7613030672073364
18526	18526	0.7615021467208862
13471	13471	0.7616541385650635
16353	16353	0.7641180753707886
15729	15729	0.7654397487640381
17675	17675	0.7655694484710693
19670	19670	0.7681381702423096
12589	12589	0.7703399658203125
11755	11755	0.7713801264762878
15127	15127	0.7716583013534546
19398	19398	0.7726421356201172
16007	16007	0.773971676826477
19711	19711	0.7741528749465942
13869	13869	0.7746957540512085
13256	13256	0.7749423980712891
15853	15853	0.7780486345291138
12897	12897	0.781032919883728
20378	20378	0.7839890122413635
16622	16622	0.784658670425415
18488	18488	0.7863141298294067
22440	22440	0.7897539734840393
20352	20352	0.7911301851272583
19476	19476	0.7918735146522522
17786	17786	0.794424295425415
19959	19959	0.7974416613578796
15211	15211	0.8067084550857544
