12384	12384	0.590546190738678
12682	12682	0.6505212783813477
11744	11744	0.6716543436050415
23172	23172	0.6745196580886841
12509	12509	0.6851466298103333
12178	12178	0.7188590168952942
16179	16179	0.7200007438659668
17479	17479	0.7204501032829285
17053	17053	0.7239569425582886
19602	19602	0.726566731929779
14938	14938	0.7326110601425171
19977	19977	0.7368124127388
19147	19147	0.737270712852478
22014	22014	0.7435658574104309
21160	21160	0.7465540766716003
11858	11858	0.7466226816177368
21653	21653	0.7560563087463379
15132	15132	0.7579466104507446
21809	21809	0.7609062194824219
20037	20037	0.7640493512153625
16776	16776	0.7669713497161865
12996	12996	0.768954873085022
23220	23220	0.7717224955558777
22772	22772	0.771747350692749
20742	20742	0.773216187953949
14157	14157	0.7742081880569458
16642	16642	0.7758210897445679
16705	16705	0.7763833999633789
12465	12465	0.7776893377304077
18098	18098	0.7807291746139526
14365	14365	0.781835675239563
15305	15305	0.7857257127761841
21958	21958	0.7858841419219971
16576	16576	0.7869217395782471
20028	20028	0.7875645756721497
12973	12973	0.7904284000396729
18060	18060	0.7908768653869629
18252	18252	0.7917126417160034
11758	11758	0.7949186563491821
