15414	15414	0.611478865146637
22725	22725	0.6601443290710449
16907	16907	0.688157320022583
15046	15046	0.7187227010726929
14777	14777	0.7236917018890381
19011	19011	0.7242691516876221
18077	18077	0.7265369892120361
14884	14884	0.7356057167053223
20168	20168	0.7466360330581665
23231	23231	0.7548134326934814
23176	23176	0.7633355855941772
22517	22517	0.7670812606811523
19768	19768	0.7690246105194092
14651	14651	0.7756116986274719
17024	17024	0.7769144773483276
21199	21199	0.7802937030792236
20596	20596	0.7928071022033691
13307	13307	0.7934435606002808
19290	19290	0.7937688827514648
17654	17654	0.7976837158203125
