17853	17853	0.585752010345459
18401	18401	0.692685604095459
16208	16208	0.6954697370529175
20730	20730	0.7130165100097656
16154	16154	0.7260445356369019
18506	18506	0.7329727411270142
13206	13206	0.733289361000061
13366	13366	0.734074592590332
16258	16258	0.73960280418396
20389	20389	0.7398207187652588
19482	19482	0.7399777770042419
21428	21428	0.7439563274383545
19608	19608	0.7468932867050171
17787	17787	0.748144268989563
20718	20718	0.7496583461761475
20106	20106	0.7499576807022095
20942	20942	0.7507920265197754
18426	18426	0.7580995559692383
20245	20245	0.7601310014724731
17818	17818	0.7638129591941833
19489	19489	0.7645894289016724
22519	22519	0.7672008872032166
17202	17202	0.7677738666534424
23107	23107	0.7699706554412842
18304	18304	0.7785519361495972
14963	14963	0.7802963256835938
22705	22705	0.7834134697914124
12130	12130	0.7836798429489136
15539	15539	0.7839754223823547
20201	20201	0.7869564294815063
12250	12250	0.7879306674003601
19770	19770	0.7892869114875793
13839	13839	0.7897459268569946
16407	16407	0.7928794622421265
20639	20639	0.799467146396637
13005	13005	0.7995877265930176
14199	14199	0.8018724918365479
18697	18697	0.8023256659507751
22071	22071	0.8029335737228394
19733	19733	0.8059431314468384
17832	17832	0.8061553239822388
21200	21200	0.8061726093292236
21247	21247	0.8079123497009277
20332	20332	0.808599591255188
17476	17476	0.8088517189025879
22666	22666	0.8126246929168701
21971	21971	0.8151671886444092
