11997	11997
12222	12222
12513	12513
12640	12640
12833	12833
12958	12958
13139	13139
13442	13442
13484	13484
13504	13504
13660	13660
13667	13667
13804	13804
14050	14050
14816	14816
14849	14849
15369	15369
15438	15438
15462	15462
15471	15471
15652	15652
15733	15733
15805	15805
15967	15967
16124	16124
16336	16336
16630	16630
16725	16725
16768	16768
17082	17082
17143	17143
17317	17317
17406	17406
17799	17799
18168	18168
18969	18969
19041	19041
19168	19168
19787	19787
20008	20008
20211	20211
20292	20292
20335	20335
20804	20804
20859	20859
20924	20924
21257	21257
21477	21477
21687	21687
21729	21729
21856	21856
22170	22170
22249	22249
22532	22532
22659	22659
23036	23036
23084	23084
23381	23381
