11915	11915
12105	12105
12236	12236
12302	12302
12392	12392
12481	12481
12531	12531
12644	12644
12731	12731
13000	13000
13046	13046
13257	13257
13483	13483
13511	13511
13573	13573
13806	13806
14017	14017
14370	14370
14511	14511
14557	14557
14580	14580
14987	14987
15122	15122
15171	15171
15172	15172
15173	15173
15412	15412
15464	15464
15496	15496
15532	15532
15591	15591
15703	15703
15977	15977
16267	16267
16368	16368
16456	16456
16575	16575
16595	16595
16675	16675
16698	16698
16721	16721
16861	16861
16865	16865
17147	17147
17414	17414
17741	17741
17917	17917
18089	18089
18233	18233
18416	18416
18616	18616
18642	18642
19332	19332
19572	19572
19642	19642
19693	19693
20151	20151
20309	20309
20459	20459
20549	20549
20557	20557
20643	20643
20658	20658
21211	21211
21345	21345
21460	21460
21476	21476
21562	21562
21668	21668
22103	22103
22267	22267
22606	22606
22893	22893
22914	22914
22949	22949
22959	22959
23002	23002
23119	23119
23378	23378
