11871	11871
12376	12376
12496	12496
12950	12950
13090	13090
13194	13194
13466	13466
13492	13492
13554	13554
13863	13863
14136	14136
14368	14368
14436	14436
14730	14730
14951	14951
15165	15165
15480	15480
15492	15492
15620	15620
15857	15857
15896	15896
15959	15959
16326	16326
16524	16524
16613	16613
16632	16632
16659	16659
17516	17516
18359	18359
18446	18446
18635	18635
18687	18687
19003	19003
19138	19138
19208	19208
19655	19655
19883	19883
20022	20022
20235	20235
20269	20269
20351	20351
20916	20916
21403	21403
21420	21420
21527	21527
21649	21649
21684	21684
21951	21951
21972	21972
22332	22332
22818	22818
22819	22819
23207	23207
