4376	4376	0.6431416869163513
4341	4341	0.7208735942840576
1336	1336	0.7271015048027039
3032	3032	0.7293773293495178
6627	6627	0.7582606077194214
10881	10881	0.7616946697235107
7799	7799	0.7623192071914673
10581	10581	0.7698136568069458
4871	4871	0.7724344730377197
11189	11189	0.7741793990135193
2434	2434	0.7743582725524902
1525	1525	0.7810918092727661
7124	7124	0.7939083576202393
3802	3802	0.7945647239685059
2428	2428	0.7961217164993286
4590	4590	0.7962408065795898
9003	9003	0.7979501485824585
3470	3470	0.8104839324951172
5396	5396	0.8118977546691895
11271	11271	0.8131258487701416
878	878	0.8382458686828613
7030	7030	0.8472439050674438
2699	2699	0.8508808016777039
8042	8042	0.8544692993164062
6173	6173	0.8550286293029785
