190	190
256	256
273	273
296	296
381	381
517	517
592	592
612	612
650	650
651	651
783	783
941	941
961	961
1006	1006
1146	1146
1195	1195
1267	1267
1434	1434
1469	1469
1826	1826
2255	2255
2268	2268
2277	2277
2752	2752
2850	2850
3027	3027
3038	3038
3100	3100
3152	3152
3174	3174
3184	3184
3548	3548
3689	3689
3725	3725
3735	3735
3747	3747
3835	3835
3876	3876
4001	4001
4192	4192
4389	4389
4470	4470
4749	4749
4803	4803
4845	4845
5028	5028
5033	5033
5100	5100
5114	5114
5183	5183
5403	5403
5420	5420
5767	5767
6065	6065
6071	6071
6129	6129
6179	6179
6218	6218
6451	6451
6581	6581
6798	6798
6980	6980
7129	7129
7255	7255
7350	7350
7429	7429
7650	7650
7839	7839
7861	7861
7936	7936
8200	8200
8298	8298
8341	8341
8448	8448
8473	8473
8475	8475
8494	8494
8594	8594
8737	8737
8905	8905
8951	8951
9113	9113
9153	9153
9385	9385
9448	9448
9479	9479
9581	9581
9847	9847
9884	9884
9891	9891
9908	9908
10023	10023
10165	10165
10326	10326
10392	10392
10541	10541
10572	10572
10782	10782
11116	11116
11559	11559
