11755	11755
12405	12405
12589	12589
12897	12897
13256	13256
13376	13376
13471	13471
13867	13867
13869	13869
13932	13932
14456	14456
14639	14639
14754	14754
15103	15103
15127	15127
15211	15211
15729	15729
15853	15853
15911	15911
16007	16007
16353	16353
16505	16505
16622	16622
16802	16802
17328	17328
17630	17630
17675	17675
17786	17786
17908	17908
18488	18488
18508	18508
18526	18526
18803	18803
19144	19144
19398	19398
19476	19476
19670	19670
19697	19697
19711	19711
19807	19807
19959	19959
20114	20114
20352	20352
20378	20378
21248	21248
22124	22124
22397	22397
22440	22440
22678	22678
23065	23065
