59	59
63	63
225	225
431	431
541	541
891	891
957	957
1008	1008
1100	1100
1131	1131
1181	1181
1735	1735
1794	1794
2105	2105
2138	2138
2146	2146
2378	2378
2503	2503
2649	2649
2655	2655
2672	2672
2965	2965
3028	3028
3102	3102
3330	3330
3484	3484
3501	3501
3525	3525
3655	3655
3677	3677
3710	3710
3806	3806
3836	3836
3862	3862
4044	4044
4185	4185
4285	4285
4310	4310
4364	4364
4465	4465
4520	4520
4821	4821
4879	4879
4903	4903
4975	4975
5400	5400
5726	5726
5763	5763
5832	5832
6135	6135
6181	6181
6232	6232
6332	6332
6374	6374
6412	6412
6523	6523
6630	6630
6770	6770
6908	6908
6975	6975
7173	7173
7193	7193
7314	7314
7780	7780
7881	7881
7908	7908
7935	7935
7944	7944
7970	7970
8090	8090
8469	8469
8587	8587
8640	8640
8663	8663
8723	8723
8982	8982
9264	9264
9463	9463
9546	9546
9591	9591
9687	9687
9753	9753
9763	9763
9788	9788
10040	10040
10202	10202
10256	10256
10383	10383
10394	10394
10482	10482
10499	10499
10544	10544
10677	10677
10878	10878
10984	10984
11049	11049
11072	11072
11143	11143
11206	11206
11273	11273
11313	11313
11326	11326
11372	11372
11585	11585
