10662	10662	0.7500545978546143
9620	9620	0.7669945955276489
4388	4388	0.7830400466918945
3547	3547	0.7953457236289978
9253	9253	0.798060953617096
2914	2914	0.7991541624069214
713	713	0.7997006177902222
6379	6379	0.799910306930542
1101	1101	0.8036028742790222
3423	3423	0.8052676916122437
10461	10461	0.8081969022750854
1003	1003	0.8086066246032715
9946	9946	0.81020188331604
9078	9078	0.810602605342865
3453	3453	0.8113313913345337
1205	1205	0.8182536959648132
3333	3333	0.81873619556427
3382	3382	0.8215107917785645
11298	11298	0.8282226920127869
1563	1563	0.8302757143974304
