11875	11875
11898	11898
12149	12149
12176	12176
12212	12212
12311	12311
12332	12332
12533	12533
12654	12654
12914	12914
12969	12969
13010	13010
13463	13463
13606	13606
13769	13769
13855	13855
13889	13889
13942	13942
13981	13981
14052	14052
14211	14211
14245	14245
14455	14455
14471	14471
14552	14552
15650	15650
15823	15823
15860	15860
16112	16112
16176	16176
16384	16384
16623	16623
16756	16756
17133	17133
17472	17472
17816	17816
17894	17894
17935	17935
18278	18278
18318	18318
18574	18574
18600	18600
18710	18710
18905	18905
18944	18944
18986	18986
19499	19499
19561	19561
19974	19974
20173	20173
20284	20284
20397	20397
20615	20615
20960	20960
21015	21015
21107	21107
21128	21128
21302	21302
21340	21340
21351	21351
21509	21509
21531	21531
21596	21596
21984	21984
22203	22203
22652	22652
22685	22685
23122	23122
23266	23266
23311	23311
23334	23334
