39	39
41	41
68	68
106	106
186	186
353	353
426	426
471	471
555	555
670	670
696	696
719	719
728	728
753	753
793	793
808	808
830	830
856	856
865	865
952	952
1036	1036
1037	1037
1071	1071
1090	1090
1142	1142
1211	1211
1235	1235
1276	1276
1325	1325
1374	1374
1407	1407
1453	1453
1531	1531
1606	1606
1675	1675
1804	1804
1923	1923
1938	1938
1966	1966
1994	1994
2066	2066
2123	2123
2148	2148
2198	2198
2233	2233
2243	2243
2298	2298
2338	2338
2435	2435
2535	2535
2541	2541
2547	2547
2588	2588
2590	2590
2591	2591
2592	2592
2677	2677
2749	2749
2919	2919
3005	3005
3034	3034
3043	3043
3150	3150
3155	3155
3265	3265
3291	3291
3295	3295
3324	3324
3413	3413
3449	3449
3586	3586
3652	3652
3730	3730
3732	3732
3772	3772
3823	3823
3829	3829
3868	3868
4059	4059
4078	4078
4161	4161
4184	4184
4349	4349
4423	4423
4433	4433
4517	4517
4535	4535
4640	4640
4719	4719
4763	4763
4965	4965
5006	5006
5048	5048
5051	5051
5076	5076
5101	5101
5165	5165
5258	5258
5315	5315
5357	5357
5366	5366
5397	5397
5399	5399
5414	5414
5440	5440
5448	5448
5450	5450
5457	5457
5473	5473
5510	5510
5524	5524
5556	5556
5595	5595
5627	5627
5686	5686
5712	5712
5743	5743
5817	5817
5909	5909
5976	5976
6011	6011
6022	6022
6185	6185
6187	6187
6222	6222
6262	6262
6539	6539
6583	6583
6642	6642
6655	6655
6658	6658
6741	6741
6840	6840
6928	6928
7058	7058
7098	7098
7135	7135
7254	7254
7270	7270
7324	7324
7435	7435
7472	7472
7555	7555
7611	7611
7623	7623
7678	7678
7748	7748
7782	7782
7840	7840
7968	7968
8119	8119
8178	8178
8235	8235
8301	8301
8399	8399
8553	8553
8556	8556
8681	8681
8793	8793
8805	8805
8819	8819
8864	8864
8904	8904
8916	8916
8967	8967
8979	8979
9087	9087
9155	9155
9160	9160
9249	9249
9424	9424
9444	9444
9535	9535
9769	9769
9800	9800
9899	9899
9941	9941
10000	10000
10002	10002
10059	10059
10091	10091
10217	10217
10230	10230
10338	10338
10375	10375
10455	10455
10462	10462
10547	10547
10600	10600
10615	10615
10637	10637
10765	10765
10863	10863
10923	10923
10995	10995
11027	11027
11084	11084
11099	11099
11103	11103
11158	11158
11172	11172
11283	11283
11302	11302
11307	11307
11354	11354
11374	11374
11449	11449
11497	11497
11550	11550
11620	11620
11630	11630
11647	11647
11711	11711
14681	14681
